model_id,station,AccessMode,Brd_PA,Brd_Direct_PA,Brd_Transfer_PA,Source_Brd_PA,Source_Brd_Direct_PA,Source_Brd_Transfer_PA,Brd_PA_Perc,Brd_Direct_PA_Perc,Brd_Transfer_PA_Perc
E2.16.3__BY_2019,08-SALT LAKE CENTRAL STATION,walk,629.04,10.81,618.23,6181.82,2661.55,3520.27,0.1017564406598704,0.00406154308579587,0.17562005187102125
E2.16.3__BY_2019,09-MURRAY CENTRAL STATION,walk,735.88,128.71,607.17,6181.82,2661.55,3520.27,0.1190393767531245,0.048359038905900695,0.17247824740715909
E2.16.3__BY_2019,10-SOUTH JORDAN STATION,walk,310.13,247.94,62.19,6181.82,2661.55,3520.27,0.05016807347997839,0.09315624354229678,0.017666258554031367
E2.16.3__BY_2019,11-DRAPER STATION,walk,172.56,143.96,28.6,6181.82,2661.55,3520.27,0.027914109437026637,0.054088782852097464,0.008124376823368662
E2.16.3__BY_2019,12-LEHI STATION,walk,283.54,172.97,110.57,6181.82,2661.55,3520.27,0.04586675121566141,0.06498844658187898,0.031409522565030525
E2.16.3__BY_2019,13-AMERICAN FORK STATION,walk,66.95,66.95,-0.0,6181.82,2661.55,3520.27,0.010830143873487097,0.02515451522609006,-0.0
E2.16.3__BY_2019,14-OREM CENTRAL STATION,walk,179.11,101.32,77.79,6181.82,2661.55,3520.27,0.028973667948921197,0.038068043057616796,0.022097736821323367
E2.16.3__BY_2019,15-PROVO CENTRAL STATION,walk,1012.06,133.0,879.06,6181.82,2661.55,3520.27,0.16371554008366468,0.049970881629125885,0.24971380036190405
E2.17.3__BY_2019,01-OGDEN STATION,drive,1179.34,1179.21,0.13,13460.96,13460.72,0.24000000000000005,0.08761187909331876,0.08760378345289109,0.5416666666666666
E2.17.3__BY_2019,02-ROY STATION,drive,922.87,922.88,-0.01,13460.96,13460.72,0.24000000000000005,0.068559003221167,0.06856096850688523,-0.04166666666666666
E2.17.3__BY_2019,03-CLEARFIELD STATION,drive,756.63,756.58,0.05,13460.96,13460.72,0.24000000000000005,0.0562092153902842,0.056206503069672356,0.20833333333333331
E2.17.3__BY_2019,04-LAYTON STATION,drive,1572.06,1572.02,0.04,13460.96,13460.72,0.24000000000000005,0.11678661848783445,0.11678572914376052,0.16666666666666663
E2.17.3__BY_2019,05-FARMINGTON STATION,drive,467.2,467.16,0.04,13460.96,13460.72,0.24000000000000005,0.03470777715705269,0.03470542437551632,0.16666666666666663
E2.17.3__BY_2019,06-WOODS CROSS STATION,drive,551.11,551.09,0.02,13460.96,13460.72,0.24000000000000005,0.040941359308697155,0.040940603474405535,0.08333333333333331
E2.17.3__BY_2019,07-NORTH TEMPLE STATION,drive,71.92,71.92,-0.0,13460.96,13460.72,0.24000000000000005,0.005342858161676433,0.00534295342299669,-0.0
E2.17.3__BY_2019,08-SALT LAKE CENTRAL STATION,drive,113.37,113.23,0.14,13460.96,13460.72,0.24000000000000005,0.008422133339672655,0.00841188287104999,0.5833333333333333
E2.17.3__BY_2019,09-MURRAY CENTRAL STATION,drive,592.51,592.58,-0.07,13460.96,13460.72,0.24000000000000005,0.044016920041364066,0.04402290516406255,-0.29166666666666663
E2.17.3__BY_2019,10-SOUTH JORDAN STATION,drive,1180.01,1179.94,0.07,13460.96,13460.72,0.24000000000000005,0.08766165266073149,0.08765801532161728,0.29166666666666663
E2.17.3__BY_2019,11-DRAPER STATION,drive,1154.62,1154.63,-0.01,13460.96,13460.72,0.24000000000000005,0.08577545732250894,0.08577772957167226,-0.04166666666666666
E2.17.3__BY_2019,12-LEHI STATION,drive,1267.85,1267.83,0.02,13460.96,13460.72,0.24000000000000005,0.09418719021525954,0.09418738373578828,0.08333333333333331
E2.17.3__BY_2019,13-AMERICAN FORK STATION,drive,1930.09,1930.27,-0.18,13460.96,13460.72,0.24000000000000005,0.14338427571287635,0.14340020444671608,-0.7499999999999998
E2.17.3__BY_2019,14-OREM CENTRAL STATION,drive,1200.99,1200.99,0.0,13460.96,13460.72,0.24000000000000005,0.08922023392090907,0.08922182468694097,0.0
E2.17.3__BY_2019,15-PROVO CENTRAL STATION,drive,500.39,500.39,0.0,13460.96,13460.72,0.24000000000000005,0.03717342596664725,0.03717408875602494,0.0
E2.17.3__BY_2019,01-OGDEN STATION,walk,565.1,49.99,515.11,6145.54,2648.54,3497.0,0.09195286337734357,0.018874549751938804,0.14730054332284817
E2.17.3__BY_2019,02-ROY STATION,walk,376.93,339.23,37.7,6145.54,2648.54,3497.0,0.06133391044562398,0.12808188662432887,0.010780669144981414
E2.17.3__BY_2019,03-CLEARFIELD STATION,walk,633.29,501.61,131.68,6145.54,2648.54,3497.0,0.1030487150030754,0.1893911362486502,0.037655132971118103
E2.17.3__BY_2019,04-LAYTON STATION,walk,345.09,132.87,212.22,6145.54,2648.54,3497.0,0.056152917400261,0.05016726196319482,0.0606863025450386
E2.17.3__BY_2019,05-FARMINGTON STATION,walk,191.98,131.91,60.07,6145.54,2648.54,3497.0,0.03123891472515027,0.04980479811518799,0.01717758078352874
E2.17.3__BY_2019,06-WOODS CROSS STATION,walk,491.28,332.88,158.4,6145.54,2648.54,3497.0,0.07994090023008556,0.12568433929636705,0.0452959679725479
E2.17.3__BY_2019,07-NORTH TEMPLE STATION,walk,235.03,177.6,57.43,6145.54,2648.54,3497.0,0.03824399483202452,0.06705581188126289,0.016422647983986273
E2.17.3__BY_2019,08-SALT LAKE CENTRAL STATION,walk,631.47,10.8,620.67,6145.54,2648.54,3497.0,0.1027525652749799,0.004077718290076797,0.1774864169287961
E2.17.3__BY_2019,09-MURRAY CENTRAL STATION,walk,735.72,128.55,607.17,6145.54,2648.54,3497.0,0.1197160867881423,0.0485361746471641,0.17362596511295394
E2.17.3__BY_2019,10-SOUTH JORDAN STATION,walk,310.53,247.41,63.12,6145.54,2648.54,3497.0,0.05052932695906299,0.09341372982850929,0.0180497569345153
E2.17.3__BY_2019,11-DRAPER STATION,walk,172.93,143.78,29.15,6145.54,2648.54,3497.0,0.028139105757996857,0.054286512569189066,0.008335716328281383
E2.17.3__BY_2019,12-LEHI STATION,walk,262.59,165.42,97.17,6145.54,2648.54,3497.0,0.042728547857470614,0.06245705180967627,0.027786674292250502
E2.17.3__BY_2019,13-AMERICAN FORK STATION,walk,62.63,62.64,-0.01,6145.54,2648.54,3497.0,0.010191130478363172,0.023650766082445422,-2.859593937660852e-06
E2.17.3__BY_2019,14-OREM CENTRAL STATION,walk,166.56,95.56,71.0,6145.54,2648.54,3497.0,0.027102581709662617,0.03608025553701285,0.02030311695739205
E2.17.3__BY_2019,15-PROVO CENTRAL STATION,walk,964.41,128.29,836.12,6145.54,2648.54,3497.0,0.15692843916075722,0.04843800735499558,0.23909636831569916
E2.18.2__BY_2019,01-OGDEN STATION,drive,989.67,989.6,0.07,13491.23,13490.86,0.37,0.0733565434730562,0.07335336664971692,0.1891891891891892
E2.18.2__BY_2019,02-ROY STATION,drive,794.21,794.17,0.04,13491.23,13490.86,0.37,0.05886861316573804,0.0588672627245409,0.10810810810810811
E2.18.2__BY_2019,03-CLEARFIELD STATION,drive,643.97,644.0,-0.03,13491.23,13490.86,0.37,0.04773248992123032,0.04773602275911246,-0.08108108108108109
E2.18.2__BY_2019,04-LAYTON STATION,drive,1399.92,1399.98,-0.06,13491.23,13490.86,0.37,0.10376518671759359,0.10377248003463085,-0.16216216216216217
E2.18.2__BY_2019,05-FARMINGTON STATION,drive,416.14,416.16,-0.02,13491.23,13490.86,0.37,0.030845223156079914,0.030847551601602862,-0.05405405405405406
E2.18.2__BY_2019,06-WOODS CROSS STATION,drive,466.22,466.25,-0.03,13491.23,13490.86,0.37,0.03455726423758249,0.034560435732043766,-0.08108108108108109
E2.18.2__BY_2019,07-NORTH TEMPLE STATION,drive,64.22,64.19,0.03,13491.23,13490.86,0.37,0.004760129358108935,0.004758036181533275,0.08108108108108109
E2.18.2__BY_2019,08-SALT LAKE CENTRAL STATION,drive,105.24,105.16,0.08,13491.23,13490.86,0.37,0.00780062307143233,0.0077949070704165626,0.21621621621621623
E2.18.2__BY_2019,09-MURRAY CENTRAL STATION,drive,542.86,542.71,0.15,13491.23,13490.86,0.37,0.04023799164346024,0.040227976570804236,0.4054054054054054
E2.18.2__BY_2019,10-SOUTH JORDAN STATION,drive,1090.76,1090.7,0.06,13491.23,13490.86,0.37,0.08084955930630491,0.08084732922882604,0.16216216216216217
E2.18.2__BY_2019,11-DRAPER STATION,drive,1051.43,1051.46,-0.03,13491.23,13490.86,0.37,0.07793433215503702,0.07793869330791366,-0.08108108108108109
E2.18.2__BY_2019,12-LEHI STATION,drive,1196.79,1196.77,0.02,13491.23,13490.86,0.37,0.08870873893633123,0.08870968937488047,0.05405405405405406
E2.18.2__BY_2019,13-AMERICAN FORK STATION,drive,1853.98,1853.98,0.0,13491.23,13490.86,0.37,0.13742112468618503,0.13742489359462629,0.0
E2.18.2__BY_2019,14-OREM CENTRAL STATION,drive,1019.34,1019.28,0.06,13491.23,13490.86,0.37,0.07555574992050391,0.07555337465513688,0.16216216216216217
E2.18.2__BY_2019,15-PROVO CENTRAL STATION,drive,1856.48,1856.45,0.03,13491.23,13490.86,0.37,0.13760643025135588,0.1376079805142148,0.08108108108108109
E2.18.2__BY_2019,01-OGDEN STATION,walk,581.44,50.38,531.06,6107.88,2618.76,3489.12,0.09519505949691219,0.01923811269455773,0.15220456734076213
E2.18.2__BY_2019,02-ROY STATION,walk,371.73,333.31,38.42,6107.88,2618.76,3489.12,0.06086072417925696,0.12727779559791655,0.011011372495070391
E2.18.2__BY_2019,03-CLEARFIELD STATION,walk,630.45,497.72,132.73,6107.88,2618.76,3489.12,0.10321912021847188,0.19005941743420549,0.03804111065254276
E2.18.2__BY_2019,04-LAYTON STATION,walk,340.22,130.83,209.39,6107.88,2618.76,3489.12,0.05570181470493854,0.04995875910736379,0.060012266703352135
E2.18.2__BY_2019,05-FARMINGTON STATION,walk,190.67,131.06,59.61,6107.88,2618.76,3489.12,0.03121705076065672,0.05004658693427423,0.017084537075251066
E2.18.2__BY_2019,06-WOODS CROSS STATION,walk,483.84,325.92,157.92,6107.88,2618.76,3489.12,0.07921570168372659,0.12445584933327224,0.04526069610675471
E2.18.2__BY_2019,07-NORTH TEMPLE STATION,walk,234.81,177.36,57.45,6107.88,2618.76,3489.12,0.038443780820841274,0.06772671035146405,0.01646546980327418
E2.18.2__BY_2019,08-SALT LAKE CENTRAL STATION,walk,624.93,10.78,614.15,6107.88,2618.76,3489.12,0.10231536965362777,0.004116452061280911,0.1760185949465768
E2.18.2__BY_2019,09-MURRAY CENTRAL STATION,walk,712.9,126.66,586.24,6107.88,2618.76,3489.12,0.1167180756661886,0.048366402419465694,0.16801944329802357
E2.18.2__BY_2019,10-SOUTH JORDAN STATION,walk,303.09,240.71,62.38,6107.88,2618.76,3489.12,0.04962278237293463,0.09191754876353693,0.017878433530517726
E2.18.2__BY_2019,11-DRAPER STATION,walk,170.94,141.69,29.25,6107.88,2618.76,3489.12,0.027986797383052712,0.054105759978004854,0.008383202641353693
E2.18.2__BY_2019,12-LEHI STATION,walk,268.43,167.51,100.92,6107.88,2618.76,3489.12,0.04394814567411279,0.06396538819899493,0.028924198651809053
E2.18.2__BY_2019,13-AMERICAN FORK STATION,walk,63.15,63.16,-0.01,6107.88,2618.76,3489.12,0.010339102929330634,0.024118284989842517,-2.866052185078186e-06
E2.18.2__BY_2019,14-OREM CENTRAL STATION,walk,176.03,98.6,77.43,6107.88,2618.76,3489.12,0.028820147088678888,0.03765140753639126,0.022191842069060396
E2.18.2__BY_2019,15-PROVO CENTRAL STATION,walk,955.25,123.07,832.18,6107.88,2618.76,3489.12,0.15639632736726983,0.04699552459942873,0.23850713073783647
E2.18.2__RTP_2050,01-OGDEN STATION,drive,3787.2,3787.17,0.03,48207.89,48208.32,-0.43000000000000005,0.07855975443023953,0.07855843140769063,-0.0697674418604651
E2.18.2__RTP_2050,02-ROY STATION,drive,5685.81,5685.78,0.03,48207.89,48208.32,-0.43000000000000005,0.11794355654230045,0.11794188223111694,-0.0697674418604651
E2.18.2__RTP_2050,03-CLEARFIELD STATION,drive,2312.46,2312.45,0.01,48207.89,48208.32,-0.43000000000000005,0.047968496443217074,0.04796786114927879,-0.02325581395348837
E2.18.2__RTP_2050,04-LAYTON STATION,drive,4218.83,4218.83,0.0,48207.89,48208.32,-0.43000000000000005,0.08751326805632854,0.08751248747104234,-0.0
E2.18.2__RTP_2050,05-FARMINGTON STATION,drive,2393.55,2393.53,0.02,48207.89,48208.32,-0.43000000000000005,0.04965058624221056,0.04964972851159302,-0.04651162790697674
E2.18.2__RTP_2050,06-WOODS CROSS STATION,drive,2548.76,2548.79,-0.03,48207.89,48208.32,-0.43000000000000005,0.05287018369814568,0.05287033441530425,0.0697674418604651
E2.18.2__RTP_2050,07-NORTH TEMPLE STATION,drive,115.66,115.71,-0.05,48207.89,48208.32,-0.43000000000000005,0.0023991923313797805,0.0024002080968596293,0.11627906976744186
E2.18.2__RTP_2050,08-SALT LAKE CENTRAL STATION,drive,297.62,297.7,-0.08,48207.89,48208.32,-0.43000000000000005,0.006173678209106435,0.006175282606819736,0.18604651162790695
E2.18.2__RTP_2050,09-MURRAY CENTRAL STATION,drive,1402.47,1402.62,-0.15,48207.89,48208.32,-0.43000000000000005,0.029092125791027153,0.029094977796363778,0.34883720930232553
E2.18.2__RTP_2050,10-SOUTH JORDAN STATION,drive,3701.56,3701.55,0.01,48207.89,48208.32,-0.43000000000000005,0.07678328174081048,0.07678238942987435,-0.02325581395348837
E2.18.2__RTP_2050,11-DRAPER STATION,drive,2910.39,2910.44,-0.05,48207.89,48208.32,-0.43000000000000005,0.06037165285599515,0.06037215152903067,0.11627906976744186
E2.18.2__RTP_2050,12-LEHI STATION,drive,5872.68,5872.75,-0.07,48207.89,48208.32,-0.43000000000000005,0.12181989296772791,0.121820258411826,0.1627906976744186
E2.18.2__RTP_2050,13-AMERICAN FORK STATION,drive,6677.37,6677.41,-0.04,48207.89,48208.32,-0.43000000000000005,0.1385119738698375,0.1385115681276593,0.09302325581395347
E2.18.2__RTP_2050,14-OREM CENTRAL STATION,drive,2070.34,2070.35,-0.01,48207.89,48208.32,-0.43000000000000005,0.042946082062500564,0.04294590643274854,0.02325581395348837
E2.18.2__RTP_2050,15-PROVO CENTRAL STATION,drive,4213.19,4213.24,-0.05,48207.89,48208.32,-0.43000000000000005,0.08739627475917323,0.087396532382792,0.11627906976744186
E2.18.2__RTP_2050,01-OGDEN STATION,walk,1899.8,384.85,1514.95,30281.010000000002,11398.76,18882.25,0.06273899054225733,0.03376244433605059,0.08023143428352024
E2.18.2__RTP_2050,02-ROY STATION,walk,1408.96,682.52,726.44,30281.010000000002,11398.76,18882.25,0.04652949158565054,0.0598766883415389,0.0384721100504442
E2.18.2__RTP_2050,03-CLEARFIELD STATION,walk,2959.87,1336.56,1623.31,30281.010000000002,11398.76,18882.25,0.09774673962328204,0.1172548593004853,0.08597015715817766
E2.18.2__RTP_2050,04-LAYTON STATION,walk,2003.51,631.25,1372.26,30281.010000000002,11398.76,18882.25,0.06616390932799136,0.05537883067982833,0.07267460180857684
E2.18.2__RTP_2050,05-FARMINGTON STATION,walk,1691.68,1185.52,506.16,30281.010000000002,11398.76,18882.25,0.055866036172505476,0.10400429520403974,0.02680612744773531
E2.18.2__RTP_2050,06-WOODS CROSS STATION,walk,2121.76,1237.67,884.09,30281.010000000002,11398.76,18882.25,0.07006899703807766,0.10857935424554951,0.04682122098796489
E2.18.2__RTP_2050,07-NORTH TEMPLE STATION,walk,1285.97,567.45,718.52,30281.010000000002,11398.76,18882.25,0.04246787012718532,0.04978173064438588,0.03805266851143269
E2.18.2__RTP_2050,08-SALT LAKE CENTRAL STATION,walk,2050.94,218.43,1832.51,30281.010000000002,11398.76,18882.25,0.06773023753170716,0.01916261066993252,0.09704934528459268
E2.18.2__RTP_2050,09-MURRAY CENTRAL STATION,walk,4479.33,660.24,3819.09,30281.010000000002,11398.76,18882.25,0.14792538293801955,0.05792208977116809,0.2022582054575064
E2.18.2__RTP_2050,10-SOUTH JORDAN STATION,walk,1681.09,833.46,847.63,30281.010000000002,11398.76,18882.25,0.05551631203846899,0.0731184795539164,0.044890307034384146
E2.18.2__RTP_2050,11-DRAPER STATION,walk,1239.13,679.58,559.55,30281.010000000002,11398.76,18882.25,0.040921026082023026,0.05961876554993701,0.029633650650743422
E2.18.2__RTP_2050,12-LEHI STATION,walk,2391.82,711.67,1680.15,30281.010000000002,11398.76,18882.25,0.07898745781597113,0.062433984047387606,0.08898039163764912
E2.18.2__RTP_2050,13-AMERICAN FORK STATION,walk,546.27,479.34,66.93,30281.010000000002,11398.76,18882.25,0.018040019140708977,0.04205194249199035,0.003544598763388897
E2.18.2__RTP_2050,14-OREM CENTRAL STATION,walk,1157.17,531.93,625.24,30281.010000000002,11398.76,18882.25,0.03821437924296448,0.04666560222339973,0.03311257927418607
E2.18.2__RTP_2050,15-PROVO CENTRAL STATION,walk,3363.71,1258.29,2105.42,30281.010000000002,11398.76,18882.25,0.11108315079318688,0.11038832294039,0.11150260164969747
E2.18.2__RTP_MedDistAdj_2050,01-OGDEN STATION,drive,3798.56,3798.56,0.0,45010.81,45011.4,-0.59,0.08439217156945188,0.08439106537454956,-0.0
E2.18.2__RTP_MedDistAdj_2050,02-ROY STATION,drive,5702.74,5702.79,-0.05,45010.81,45011.4,-0.59,0.12669712009181794,0.12669657020221545,0.08474576271186442
E2.18.2__RTP_MedDistAdj_2050,03-CLEARFIELD STATION,drive,2318.39,2318.42,-0.03,45010.81,45011.4,-0.59,0.05150740455459477,0.051507395904148726,0.05084745762711865
E2.18.2__RTP_MedDistAdj_2050,04-LAYTON STATION,drive,4231.76,4231.71,0.05,45010.81,45011.4,-0.59,0.0940165262522492,0.09401418307362135,-0.08474576271186442
E2.18.2__RTP_MedDistAdj_2050,05-FARMINGTON STATION,drive,2398.93,2398.94,-0.01,45010.81,45011.4,-0.59,0.05329675249123488,0.053296276054510636,0.01694915254237288
E2.18.2__RTP_MedDistAdj_2050,06-WOODS CROSS STATION,drive,2555.6,2555.6,-0.0,45010.81,45011.4,-0.59,0.05677747190063898,0.056776727673433836,0.0
E2.18.2__RTP_MedDistAdj_2050,07-NORTH TEMPLE STATION,drive,115.61,115.66,-0.05,45010.81,45011.4,-0.59,0.0025684941017502243,0.002569571264168633,0.08474576271186442
E2.18.2__RTP_MedDistAdj_2050,08-SALT LAKE CENTRAL STATION,drive,297.86,297.99,-0.13,45010.81,45011.4,-0.59,0.0066175214354062956,0.006620322851544276,0.22033898305084748
E2.18.2__RTP_MedDistAdj_2050,09-MURRAY CENTRAL STATION,drive,1401.99,1402.11,-0.12,45010.81,45011.4,-0.59,0.031147850927366116,0.031150108639144747,0.2033898305084746
E2.18.2__RTP_MedDistAdj_2050,10-SOUTH JORDAN STATION,drive,3709.53,3709.58,-0.05,45010.81,45011.4,-0.59,0.08241420227718631,0.08241423283879194,0.08474576271186442
E2.18.2__RTP_MedDistAdj_2050,11-DRAPER STATION,drive,2919.24,2919.2,0.04,45010.81,45011.4,-0.59,0.06485642004665101,0.06485468125852561,-0.06779661016949153
E2.18.2__RTP_MedDistAdj_2050,12-LEHI STATION,drive,5905.47,5905.53,-0.06,45010.81,45011.4,-0.59,0.13120114923503934,0.1312007624735067,0.1016949152542373
E2.18.2__RTP_MedDistAdj_2050,13-AMERICAN FORK STATION,drive,6715.4,6715.52,-0.12,45010.81,45011.4,-0.59,0.14919527109154446,0.14919598146247395,0.2033898305084746
E2.18.2__RTP_MedDistAdj_2050,14-OREM CENTRAL STATION,drive,2049.0,2048.94,0.06,45010.81,45011.4,-0.59,0.0455223978417629,0.045520468148069156,-0.1016949152542373
E2.18.2__RTP_MedDistAdj_2050,15-PROVO CENTRAL STATION,drive,890.73,890.85,-0.12,45010.81,45011.4,-0.59,0.019789246183305746,0.019791652781295407,0.2033898305084746
E2.18.2__RTP_MedDistAdj_2050,01-OGDEN STATION,walk,1903.87,385.3,1518.57,31135.699999999997,11809.16,19326.54,0.06114749307065523,0.03262721480613354,0.07857433353305868
E2.18.2__RTP_MedDistAdj_2050,02-ROY STATION,walk,1412.15,683.79,728.36,31135.699999999997,11809.16,19326.54,0.045354689311626215,0.05790335637759163,0.03768703554800808
E2.18.2__RTP_MedDistAdj_2050,03-CLEARFIELD STATION,walk,2966.24,1338.91,1627.33,31135.699999999997,11809.16,19326.54,0.09526813272224488,0.11337893635110373,0.08420182815961884
E2.18.2__RTP_MedDistAdj_2050,04-LAYTON STATION,walk,2007.47,632.46,1375.01,31135.699999999997,11809.16,19326.54,0.06447486325985927,0.05355673053798916,0.07114620620142043
E2.18.2__RTP_MedDistAdj_2050,05-FARMINGTON STATION,walk,1694.39,1187.28,507.11,31135.699999999997,11809.16,19326.54,0.05441952485410639,0.10053890369848491,0.026239047444602086
E2.18.2__RTP_MedDistAdj_2050,06-WOODS CROSS STATION,walk,2124.39,1239.36,885.03,31135.699999999997,11809.16,19326.54,0.06823003818767524,0.1049490395591219,0.045793504683197296
E2.18.2__RTP_MedDistAdj_2050,07-NORTH TEMPLE STATION,walk,1285.83,567.18,718.65,31135.699999999997,11809.16,19326.54,0.04129761013884384,0.04802881830714462,0.03718461762943599
E2.18.2__RTP_MedDistAdj_2050,08-SALT LAKE CENTRAL STATION,walk,2050.37,218.35,1832.02,31135.699999999997,11809.16,19326.54,0.06585270284592927,0.018489884123849623,0.0947929634585394
E2.18.2__RTP_MedDistAdj_2050,09-MURRAY CENTRAL STATION,walk,4484.75,660.52,3824.23,31135.699999999997,11809.16,19326.54,0.14403883644819293,0.05593285212496062,0.19787452901554028
E2.18.2__RTP_MedDistAdj_2050,10-SOUTH JORDAN STATION,walk,1683.66,834.54,849.12,31135.699999999997,11809.16,19326.54,0.05407490437022454,0.07066887060552994,0.04393543800390551
E2.18.2__RTP_MedDistAdj_2050,11-DRAPER STATION,walk,1241.32,680.32,561.0,31135.699999999997,11809.16,19326.54,0.03986806142145512,0.05760951668027193,0.02902744102151756
E2.18.2__RTP_MedDistAdj_2050,12-LEHI STATION,walk,2400.36,713.72,1686.64,31135.699999999997,11809.16,19326.54,0.07709349717526827,0.06043782961700917,0.08727066510611832
E2.18.2__RTP_MedDistAdj_2050,13-AMERICAN FORK STATION,walk,549.03,481.67,67.36,31135.699999999997,11809.16,19326.54,0.017633456129137935,0.040787829108929,0.0034853626153465646
E2.18.2__RTP_MedDistAdj_2050,14-OREM CENTRAL STATION,walk,1163.53,533.46,630.07,31135.699999999997,11809.16,19326.54,0.0373696432069939,0.04517340776143265,0.03260128300254469
E2.18.2__RTP_MedDistAdj_2050,15-PROVO CENTRAL STATION,walk,4168.34,1652.3,2516.04,31135.699999999997,11809.16,19326.54,0.13387654685778705,0.1399168103404476,0.13018574457714624
E2.18.3__BY_2019,01-OGDEN STATION,drive,1045.99,1045.93,0.06,13467.710000000001,13467.61,0.1,0.0776665075205807,0.07766262907821062,0.6
E2.18.3__BY_2019,02-ROY STATION,drive,830.25,830.28,-0.03,13467.710000000001,13467.61,0.1,0.06164745157120252,0.0616501368839757,-0.3
E2.18.3__BY_2019,03-CLEARFIELD STATION,drive,675.24,675.24,0.0,13467.710000000001,13467.61,0.1,0.050137699727719115,0.05013807201129228,0.0
E2.18.3__BY_2019,04-LAYTON STATION,drive,1464.19,1464.15,0.04,13467.710000000001,13467.61,0.1,0.10871855720089013,0.10871639437138439,0.39999999999999997
E2.18.3__BY_2019,05-FARMINGTON STATION,drive,437.31,437.29,0.02,13467.710000000001,13467.61,0.1,0.03247099915278841,0.032469755212691784,0.19999999999999998
E2.18.3__BY_2019,06-WOODS CROSS STATION,drive,503.53,503.56,-0.03,13467.710000000001,13467.61,0.1,0.03738794494386944,0.0373904501244096,-0.3
E2.18.3__BY_2019,07-NORTH TEMPLE STATION,drive,66.44,66.48,-0.04,13467.710000000001,13467.61,0.1,0.0049332811591577186,0.00493628787884413,-0.39999999999999997
E2.18.3__BY_2019,08-SALT LAKE CENTRAL STATION,drive,107.9,107.69,0.21,13467.710000000001,13467.61,0.1,0.008011755524881365,0.007996222046821967,2.0999999999999996
E2.18.3__BY_2019,09-MURRAY CENTRAL STATION,drive,561.46,561.57,-0.11,13467.710000000001,13467.61,0.1,0.041689344365151905,0.04169782166249245,-1.0999999999999999
E2.18.3__BY_2019,10-SOUTH JORDAN STATION,drive,1125.89,1125.86,0.03,13467.710000000001,13467.61,0.1,0.08359921619933901,0.08359760937538285,0.3
E2.18.3__BY_2019,11-DRAPER STATION,drive,1093.64,1093.68,-0.04,13467.710000000001,13467.61,0.1,0.0812045997426437,0.08120817279383648,-0.39999999999999997
E2.18.3__BY_2019,12-LEHI STATION,drive,1238.8,1238.84,-0.04,13467.710000000001,13467.61,0.1,0.09198297260633025,0.09198662568933907,-0.39999999999999997
E2.18.3__BY_2019,13-AMERICAN FORK STATION,drive,1898.99,1899.06,-0.07,13467.710000000001,13467.61,0.1,0.1410031846542582,0.14100942928997795,-0.7000000000000001
E2.18.3__BY_2019,14-OREM CENTRAL STATION,drive,1084.44,1084.39,0.05,13467.710000000001,13467.61,0.1,0.08052148435034612,0.08051836962905817,0.5
E2.18.3__BY_2019,15-PROVO CENTRAL STATION,drive,1333.64,1333.59,0.05,13467.710000000001,13467.61,0.1,0.09902500128084137,0.09902202395228255,0.5
E2.18.3__BY_2019,01-OGDEN STATION,walk,577.76,50.31,527.45,6127.31,2633.46,3493.85,0.09429260148417494,0.01910414435761318,0.1509652675415373
E2.18.3__BY_2019,02-ROY STATION,walk,374.35,335.98,38.37,6127.31,2633.46,3493.85,0.061095325681253275,0.12758120495469838,0.010982154356941482
E2.18.3__BY_2019,03-CLEARFIELD STATION,walk,632.57,499.85,132.72,6127.31,2633.46,3493.85,0.10323779929528619,0.18980732572357278,0.03798674814316585
E2.18.3__BY_2019,04-LAYTON STATION,walk,342.08,131.67,210.41,6127.31,2633.46,3493.85,0.055828740507661595,0.04999886081428994,0.06022296320677763
E2.18.3__BY_2019,05-FARMINGTON STATION,walk,191.19,131.37,59.82,6127.31,2633.46,3493.85,0.031202925916919495,0.0498849422432845,0.017121513516607755
E2.18.3__BY_2019,06-WOODS CROSS STATION,walk,486.75,328.48,158.27,6127.31,2633.46,3493.85,0.07943942774235349,0.12473324067956225,0.045299597864819616
E2.18.3__BY_2019,07-NORTH TEMPLE STATION,walk,235.26,177.77,57.49,6127.31,2633.46,3493.85,0.03839531539941671,0.06750434789212671,0.01645462741674657
E2.18.3__BY_2019,08-SALT LAKE CENTRAL STATION,walk,627.86,10.8,617.06,6127.31,2633.46,3493.85,0.10246910960927388,0.004101068556196031,0.17661319175121998
E2.18.3__BY_2019,09-MURRAY CENTRAL STATION,walk,721.42,127.36,594.06,6127.31,2633.46,3493.85,0.11773845292632491,0.04836223067751171,0.1700301959156804
E2.18.3__BY_2019,10-SOUTH JORDAN STATION,walk,305.83,243.12,62.71,6127.31,2633.46,3493.85,0.04991260438920178,0.09231960994281288,0.017948681254203815
E2.18.3__BY_2019,11-DRAPER STATION,walk,171.7,142.46,29.24,6127.31,2633.46,3493.85,0.028022084732125512,0.054096132084785795,0.008368991227442505
E2.18.3__BY_2019,12-LEHI STATION,walk,268.72,168.14,100.58,6127.31,2633.46,3493.85,0.04385611304144886,0.0638475617628519,0.028787727006024874
E2.18.3__BY_2019,13-AMERICAN FORK STATION,walk,63.49,63.49,-0.0,6127.31,2633.46,3493.85,0.010361806404441754,0.02410896691045241,-0.0
E2.18.3__BY_2019,14-OREM CENTRAL STATION,walk,174.34,98.53,75.81,6127.31,2633.46,3493.85,0.02845294264530438,0.03741465600388842,0.021698126708358974
