id,PA_AP,Purp7_text,AccessMode,Eg_Mode_Model,unlinked_weight_adj,onoff,station
19359.0,PA,HBW,drive,Walk,13.903,on,03-AMERICAN FORK STATION
19361.0,PA,HBOth,drive,Walk,13.903,on,03-AMERICAN FORK STATION
19371.0,PA,HBW,drive,Walk,7.578,on,03-AMERICAN FORK STATION
19377.0,PA,HBW,drive,Drive,5.194,off,03-AMERICAN FORK STATION
19498.0,PA,HBW,drive,Drive,2.284,on,03-AMERICAN FORK STATION
19503.0,PA,HBOth,drive,Drive,4.073,on,03-AMERICAN FORK STATION
19521.0,PA,HBW,walk,Walk,11.164,on,03-AMERICAN FORK STATION
19522.0,PA,HBC,drive,Walk,11.164,on,03-AMERICAN FORK STATION
19532.0,PA,HBOth,drive,Walk,11.164,on,03-AMERICAN FORK STATION
19603.0,PA,HBW,drive,Walk,11.164,on,03-AMERICAN FORK STATION
19607.0,PA,HBW,drive,Walk,11.164,on,03-AMERICAN FORK STATION
19608.0,PA,HBW,drive,Walk,18.228,on,03-AMERICAN FORK STATION
19625.0,PA,HBOth,drive,Drive,18.228,on,03-AMERICAN FORK STATION
19631.0,PA,HBC,drive,Walk,18.228,on,03-AMERICAN FORK STATION
19637.0,PA,HBC,drive,Walk,18.228,on,03-AMERICAN FORK STATION
19676.0,PA,HBW,drive,Drive,10.902,off,03-AMERICAN FORK STATION
19680.0,PA,HBW,drive,Drive,10.902,off,03-AMERICAN FORK STATION
19704.0,PA,HBW,walk,Drive,5.194,off,03-AMERICAN FORK STATION
19712.0,PA,HBC,drive,Walk,13.903,on,03-AMERICAN FORK STATION
19734.0,PA,HBOth,drive,Walk,13.903,on,03-AMERICAN FORK STATION
19739.0,PA,HBW,drive,Walk,13.903,on,03-AMERICAN FORK STATION
19743.0,PA,HBC,drive,Walk,13.903,on,03-AMERICAN FORK STATION
19744.0,PA,HBW,drive,Walk,13.903,on,03-AMERICAN FORK STATION
19747.0,PA,HBC,drive,Walk,13.903,on,03-AMERICAN FORK STATION
19780.0,PA,HBOth,drive,Drive,14.514,on,03-AMERICAN FORK STATION
20052.0,PA,HBOth,drive,Walk,46.575,on,03-AMERICAN FORK STATION
20053.0,PA,HBC,drive,Drive,7.671,off,03-AMERICAN FORK STATION
20434.0,PA,HBW,drive,Drive,10.902,off,03-AMERICAN FORK STATION
20437.0,PA,HBW,walk,Walk,10.902,off,03-AMERICAN FORK STATION
20449.0,PA,HBC,drive,Walk,13.903,on,03-AMERICAN FORK STATION
21214.0,PA,HBW,drive,Walk,18.228,on,03-AMERICAN FORK STATION
21315.0,PA,HBC,walk,Walk,27.181,on,03-AMERICAN FORK STATION
21354.0,PA,HBC,drive,Drive,19.557,on,03-AMERICAN FORK STATION
21357.0,PA,NHBW,drive,Drive,19.557,on,03-AMERICAN FORK STATION
21370.0,PA,HBC,drive,Walk,11.164,on,03-AMERICAN FORK STATION
21398.0,PA,HBC,drive,Drive,12.048,on,03-AMERICAN FORK STATION
21436.0,PA,HBOth,drive,Drive,12.048,off,03-AMERICAN FORK STATION
21456.0,PA,NHBW,drive,Drive,11.426,on,03-AMERICAN FORK STATION
21705.0,PA,HBC,drive,Walk,7.313,on,03-AMERICAN FORK STATION
21721.0,PA,HBC,drive,Walk,11.164,on,03-AMERICAN FORK STATION
21723.0,PA,HBW,drive,Walk,11.164,on,03-AMERICAN FORK STATION
21754.0,PA,HBW,drive,Walk,11.164,on,03-AMERICAN FORK STATION
21890.0,PA,HBW,walk,Drive,14.514,on,03-AMERICAN FORK STATION
22538.0,PA,HBW,drive,Walk,11.164,on,03-AMERICAN FORK STATION
22541.0,PA,HBOth,drive,Drive,11.164,on,03-AMERICAN FORK STATION
22629.0,PA,HBW,drive,Walk,11.164,on,03-AMERICAN FORK STATION
22632.0,PA,HBW,drive,Walk,7.704,on,03-AMERICAN FORK STATION
2135.0,PA,HBShp,drive,Walk,2.427,on,04-LEHI STATION
3297.0,PA,HBW,drive,Walk,16.37,on,04-LEHI STATION
4859.0,PA,HBW,walk,Walk,20.677,off,04-LEHI STATION
4906.0,PA,HBOth,drive,Walk,16.37,on,04-LEHI STATION
6752.0,PA,HBOth,walk,Drive,11.459,on,04-LEHI STATION
7312.0,PA,HBW,drive,Walk,4.439,on,04-LEHI STATION
9040.0,PA,HBW,drive,Walk,16.37,on,04-LEHI STATION
9448.0,PA,HBW,drive,Walk,5.525,on,04-LEHI STATION
9455.0,PA,HBW,drive,Walk,11.459,on,04-LEHI STATION
9460.0,PA,HBW,drive,Walk,19.954,on,04-LEHI STATION
9834.0,PA,HBOth,drive,Drive,3.308,off,04-LEHI STATION
10062.0,PA,HBW,drive,Walk,4.439,on,04-LEHI STATION
10346.0,PA,HBOth,walk,Walk,15.02,on,04-LEHI STATION
10421.0,PA,NHBW,walk,Walk,11.459,on,04-LEHI STATION
10425.0,PA,HBOth,walk,Walk,11.459,off,04-LEHI STATION
10467.0,PA,NHBNW,walk,Drive,11.459,off,04-LEHI STATION
10474.0,PA,HBW,walk,Drive,15.02,off,04-LEHI STATION
10481.0,PA,HBShp,walk,Drive,15.02,off,04-LEHI STATION
10695.0,PA,HBOth,drive,Drive,8.842,off,04-LEHI STATION
10696.0,PA,HBW,walk,Walk,8.842,on,04-LEHI STATION
11108.0,PA,NHBW,walk,Drive,19.954,off,04-LEHI STATION
11118.0,PA,HBW,drive,Walk,11.459,on,04-LEHI STATION
11121.0,PA,HBW,walk,Walk,11.459,off,04-LEHI STATION
11143.0,PA,HBW,drive,Walk,14.273,off,04-LEHI STATION
11160.0,PA,HBOth,drive,Walk,14.273,off,04-LEHI STATION
11186.0,PA,HBOth,walk,Walk,10.012,off,04-LEHI STATION
11206.0,PA,HBC,drive,Walk,10.012,on,04-LEHI STATION
11209.0,PA,HBShp,drive,Drive,18.823,on,04-LEHI STATION
11235.0,PA,HBW,walk,Walk,18.823,off,04-LEHI STATION
11244.0,PA,HBW,walk,Walk,7.291,off,04-LEHI STATION
11323.0,PA,HBOth,drive,Walk,8.585,on,04-LEHI STATION
12004.0,PA,HBW,drive,Walk,36.765,off,04-LEHI STATION
12117.0,PA,HBOth,drive,Drive,11.459,on,04-LEHI STATION
12134.0,PA,NHBW,walk,Walk,14.514,on,04-LEHI STATION
12243.0,PA,HBW,drive,Walk,14.273,off,04-LEHI STATION
12270.0,PA,HBC,drive,Walk,10.012,on,04-LEHI STATION
12277.0,PA,HBC,drive,Walk,10.012,on,04-LEHI STATION
12306.0,PA,HBW,drive,Walk,4.943,off,04-LEHI STATION
12419.0,PA,HBOth,walk,Walk,8.585,off,04-LEHI STATION
12505.0,PA,HBW,drive,Drive,8.842,on,04-LEHI STATION
12538.0,PA,HBW,drive,Walk,20.677,off,04-LEHI STATION
12643.0,PA,HBW,drive,Walk,36.765,off,04-LEHI STATION
12645.0,PA,HBW,drive,Walk,36.765,off,04-LEHI STATION
12683.0,PA,HBW,drive,Walk,16.37,on,04-LEHI STATION
12685.0,PA,HBShp,drive,Walk,9.545,on,04-LEHI STATION
12703.0,PA,HBW,walk,Drive,5.351,off,04-LEHI STATION
12822.0,PA,HBOth,drive,Drive,3.308,on,04-LEHI STATION
12826.0,PA,HBW,drive,Walk,11.459,on,04-LEHI STATION
12847.0,PA,HBOth,walk,Walk,11.459,off,04-LEHI STATION
12948.0,PA,HBW,walk,Walk,11.459,on,04-LEHI STATION
13046.0,PA,HBC,drive,Walk,10.012,on,04-LEHI STATION
13261.0,PA,HBC,drive,Walk,25.295,on,04-LEHI STATION
13314.0,PA,HBOth,walk,Drive,8.585,off,04-LEHI STATION
13323.0,PA,HBOth,walk,Walk,8.842,on,04-LEHI STATION
14540.0,PA,HBShp,drive,Drive,19.954,off,04-LEHI STATION
14603.0,PA,HBW,drive,Walk,18.823,on,04-LEHI STATION
14765.0,PA,HBW,drive,Walk,20.677,off,04-LEHI STATION
14783.0,PA,HBW,drive,Walk,20.677,off,04-LEHI STATION
14788.0,PA,HBW,drive,Walk,20.677,off,04-LEHI STATION
14793.0,PA,HBW,drive,Drive,10.902,on,04-LEHI STATION
14935.0,PA,HBW,drive,Walk,15.02,on,04-LEHI STATION
15103.0,PA,HBC,drive,Walk,15.02,on,04-LEHI STATION
15165.0,PA,HBW,drive,Walk,9.545,off,04-LEHI STATION
15197.0,PA,HBC,drive,Walk,11.459,on,04-LEHI STATION
15211.0,PA,HBW,walk,Drive,11.459,on,04-LEHI STATION
15243.0,PA,HBW,drive,Walk,7.704,off,04-LEHI STATION
15298.0,PA,HBW,walk,Walk,13.769,on,04-LEHI STATION
15337.0,PA,HBW,walk,Walk,18.823,off,04-LEHI STATION
15347.0,PA,HBW,walk,Drive,7.704,off,04-LEHI STATION
15399.0,PA,HBC,drive,Walk,8.842,on,04-LEHI STATION
15433.0,PA,NHBNW,drive,Drive,8.842,off,04-LEHI STATION
15695.0,PA,HBShp,drive,Drive,5.351,off,04-LEHI STATION
15879.0,PA,HBW,drive,Walk,19.954,on,04-LEHI STATION
15901.0,PA,NHBW,walk,Drive,19.954,off,04-LEHI STATION
15952.0,PA,HBW,walk,Walk,10.012,on,04-LEHI STATION
16239.0,PA,HBW,walk,Walk,5.525,on,04-LEHI STATION
16291.0,PA,HBC,drive,Walk,11.459,on,04-LEHI STATION
16407.0,PA,HBW,drive,Walk,12.588,off,04-LEHI STATION
16423.0,PA,HBW,drive,Walk,18.823,off,04-LEHI STATION
16573.0,PA,NHBNW,drive,Walk,20.555,on,04-LEHI STATION
16582.0,PA,HBW,walk,Walk,20.555,off,04-LEHI STATION
16908.0,PA,NHBW,walk,Walk,11.459,on,04-LEHI STATION
17015.0,PA,HBW,drive,Walk,4.943,off,04-LEHI STATION
17017.0,PA,HBW,walk,Walk,4.943,off,04-LEHI STATION
17319.0,PA,HBOth,walk,Walk,11.459,off,04-LEHI STATION
17337.0,PA,HBOth,walk,Walk,11.459,on,04-LEHI STATION
17436.0,PA,HBW,drive,Walk,7.704,off,04-LEHI STATION
17439.0,PA,HBW,walk,Walk,12.588,off,04-LEHI STATION
17448.0,PA,HBW,drive,Walk,7.704,off,04-LEHI STATION
17450.0,PA,HBW,walk,Walk,18.823,off,04-LEHI STATION
17455.0,PA,HBW,walk,Walk,18.823,off,04-LEHI STATION
17460.0,PA,HBW,drive,Walk,7.704,off,04-LEHI STATION
17466.0,PA,HBW,walk,Walk,18.823,off,04-LEHI STATION
17472.0,PA,HBW,walk,Walk,7.704,off,04-LEHI STATION
17474.0,PA,HBW,walk,Walk,12.588,off,04-LEHI STATION
17480.0,PA,HBW,drive,Walk,10.012,on,04-LEHI STATION
17485.0,PA,HBW,walk,Walk,10.012,on,04-LEHI STATION
17931.0,PA,HBOth,drive,Drive,13.782,on,04-LEHI STATION
18251.0,PA,HBW,drive,Walk,11.459,on,04-LEHI STATION
18629.0,PA,HBW,drive,Walk,3.308,off,04-LEHI STATION
18663.0,PA,HBShp,walk,Walk,11.459,off,04-LEHI STATION
18664.0,PA,HBC,drive,Walk,11.459,on,04-LEHI STATION
18665.0,PA,HBW,walk,Walk,14.273,off,04-LEHI STATION
18890.0,PA,HBW,drive,Drive,29.746,off,04-LEHI STATION
18897.0,PA,HBW,walk,Drive,29.746,off,04-LEHI STATION
18907.0,PA,HBW,drive,Walk,36.765,off,04-LEHI STATION
18910.0,PA,HBC,drive,Walk,16.37,on,04-LEHI STATION
18919.0,PA,HBW,drive,Walk,16.37,on,04-LEHI STATION
18920.0,PA,HBW,walk,Walk,16.37,on,04-LEHI STATION
18929.0,PA,HBW,walk,Walk,20.677,off,04-LEHI STATION
18938.0,PA,HBW,drive,Walk,20.677,off,04-LEHI STATION
18939.0,PA,HBW,drive,Walk,16.37,on,04-LEHI STATION
18944.0,PA,HBW,drive,Walk,14.172,off,04-LEHI STATION
18948.0,PA,HBW,walk,Walk,20.677,off,04-LEHI STATION
19324.0,PA,HBShp,drive,Walk,5.455,off,04-LEHI STATION
19388.0,PA,HBW,walk,Walk,10.902,on,04-LEHI STATION
19391.0,PA,HBW,drive,Walk,36.765,off,04-LEHI STATION
19398.0,PA,HBW,drive,Walk,36.765,off,04-LEHI STATION
19517.0,PA,HBC,walk,Walk,11.459,on,04-LEHI STATION
19518.0,PA,HBW,drive,Walk,11.459,on,04-LEHI STATION
19539.0,PA,HBW,drive,Walk,19.954,on,04-LEHI STATION
19574.0,PA,HBW,drive,Walk,19.954,on,04-LEHI STATION
19583.0,PA,HBOth,drive,Walk,19.954,on,04-LEHI STATION
19595.0,PA,HBC,drive,Walk,19.954,on,04-LEHI STATION
19614.0,PA,NHBNW,walk,Walk,25.295,off,04-LEHI STATION
19671.0,PA,HBW,drive,Drive,20.677,off,04-LEHI STATION
19680.0,PA,HBW,drive,Drive,10.902,on,04-LEHI STATION
19716.0,PA,HBC,drive,Walk,16.37,on,04-LEHI STATION
19730.0,PA,HBW,walk,Drive,20.677,off,04-LEHI STATION
19751.0,PA,HBW,walk,Drive,11.459,off,04-LEHI STATION
19762.0,PA,HBW,drive,Walk,22.363,off,04-LEHI STATION
19783.0,PA,HBW,walk,Walk,11.459,off,04-LEHI STATION
19862.0,PA,NHBW,walk,Walk,5.351,on,04-LEHI STATION
19868.0,PA,HBW,drive,Walk,14.273,off,04-LEHI STATION
20047.0,PA,HBW,walk,Walk,11.528,off,04-LEHI STATION
20051.0,PA,HBOth,drive,Drive,11.528,off,04-LEHI STATION
20054.0,PA,NHBNW,walk,Walk,8.842,off,04-LEHI STATION
20062.0,PA,HBW,drive,Walk,20.555,off,04-LEHI STATION
20064.0,PA,HBW,drive,Walk,20.555,off,04-LEHI STATION
20145.0,PA,HBW,drive,Walk,18.528,off,04-LEHI STATION
20430.0,PA,HBW,drive,Drive,20.677,off,04-LEHI STATION
20439.0,PA,HBOth,drive,Drive,2.22,off,04-LEHI STATION
20444.0,PA,HBW,drive,Walk,16.37,on,04-LEHI STATION
20445.0,PA,HBC,drive,Walk,16.37,on,04-LEHI STATION
20450.0,PA,HBC,drive,Walk,16.37,on,04-LEHI STATION
20454.0,PA,HBW,drive,Walk,16.37,on,04-LEHI STATION
20460.0,PA,HBC,drive,Walk,16.37,on,04-LEHI STATION
20544.0,PA,HBOth,drive,Walk,15.02,on,04-LEHI STATION
20559.0,PA,NHBNW,walk,Drive,3.308,off,04-LEHI STATION
20562.0,PA,HBC,drive,Walk,15.02,on,04-LEHI STATION
20568.0,PA,HBC,drive,Walk,34.012,on,04-LEHI STATION
20825.0,PA,HBOth,walk,Walk,15.02,on,04-LEHI STATION
20828.0,PA,HBW,drive,Walk,14.273,off,04-LEHI STATION
21000.0,PA,HBW,drive,Walk,4.439,on,04-LEHI STATION
21004.0,PA,HBOth,drive,Walk,16.37,on,04-LEHI STATION
21006.0,PA,HBW,drive,Walk,16.37,on,04-LEHI STATION
21010.0,PA,HBC,drive,Walk,16.37,on,04-LEHI STATION
21013.0,PA,HBW,drive,Walk,16.37,on,04-LEHI STATION
21040.0,PA,HBW,drive,Walk,18.528,off,04-LEHI STATION
21041.0,PA,HBW,drive,Walk,16.37,on,04-LEHI STATION
21044.0,PA,HBW,drive,Walk,16.37,on,04-LEHI STATION
21046.0,PA,HBW,walk,Walk,16.37,on,04-LEHI STATION
21058.0,PA,HBW,drive,Walk,43.29,on,04-LEHI STATION
21063.0,PA,HBW,drive,Walk,16.37,on,04-LEHI STATION
21067.0,PA,HBW,drive,Walk,16.37,on,04-LEHI STATION
21069.0,PA,HBW,drive,Walk,16.37,on,04-LEHI STATION
21072.0,PA,HBOth,drive,Walk,16.37,on,04-LEHI STATION
21186.0,PA,HBC,walk,Walk,25.295,on,04-LEHI STATION
21249.0,PA,HBW,drive,Walk,16.37,on,04-LEHI STATION
21250.0,PA,HBW,drive,Walk,16.37,on,04-LEHI STATION
21254.0,PA,HBW,drive,Walk,16.37,on,04-LEHI STATION
21258.0,PA,HBC,drive,Walk,10.902,on,04-LEHI STATION
21273.0,PA,HBW,drive,Walk,10.902,on,04-LEHI STATION
21301.0,PA,HBW,drive,Walk,14.273,on,04-LEHI STATION
21305.0,PA,HBC,drive,Walk,14.273,on,04-LEHI STATION
21318.0,PA,HBW,walk,Walk,15.02,off,04-LEHI STATION
21396.0,PA,NHBNW,drive,Drive,7.704,on,04-LEHI STATION
21587.0,PA,HBOth,drive,Walk,15.02,on,04-LEHI STATION
21589.0,PA,HBW,walk,Walk,15.02,off,04-LEHI STATION
21590.0,PA,HBW,walk,Walk,15.02,off,04-LEHI STATION
21591.0,PA,HBW,drive,Walk,14.273,off,04-LEHI STATION
21595.0,PA,HBW,drive,Walk,4.943,off,04-LEHI STATION
21598.0,PA,HBW,drive,Drive,7.704,off,04-LEHI STATION
21599.0,PA,HBW,drive,Walk,18.823,off,04-LEHI STATION
21600.0,PA,HBOth,walk,Drive,7.704,off,04-LEHI STATION
21613.0,PA,HBW,drive,Walk,7.704,off,04-LEHI STATION
21614.0,PA,HBW,drive,Walk,7.704,off,04-LEHI STATION
21619.0,PA,HBW,drive,Walk,7.704,off,04-LEHI STATION
21628.0,PA,HBW,drive,Walk,4.943,off,04-LEHI STATION
21637.0,PA,HBW,drive,Walk,7.704,off,04-LEHI STATION
21638.0,PA,HBW,drive,Drive,4.943,off,04-LEHI STATION
21640.0,PA,HBW,drive,Walk,7.704,off,04-LEHI STATION
21642.0,PA,HBW,walk,Walk,11.528,off,04-LEHI STATION
21706.0,PA,HBSch,walk,Walk,22.363,on,04-LEHI STATION
21747.0,PA,HBW,walk,Walk,13.769,on,04-LEHI STATION
21894.0,PA,HBW,drive,Walk,15.02,off,04-LEHI STATION
22623.0,PA,HBW,drive,Walk,19.954,on,04-LEHI STATION
22654.0,PA,HBC,drive,Walk,19.954,on,04-LEHI STATION
3289.0,PA,HBW,drive,Walk,36.765,off,05-DRAPER STATION
4857.0,PA,HBW,walk,Walk,20.677,off,05-DRAPER STATION
4869.0,PA,HBW,walk,Walk,36.765,off,05-DRAPER STATION
6759.0,PA,HBC,drive,Walk,14.273,on,05-DRAPER STATION
9030.0,PA,HBW,drive,Walk,36.765,off,05-DRAPER STATION
9053.0,PA,HBW,drive,Walk,16.37,on,05-DRAPER STATION
9416.0,PA,HBC,drive,Walk,3.308,on,05-DRAPER STATION
9869.0,PA,HBShp,drive,Drive,14.273,off,05-DRAPER STATION
10189.0,PA,HBW,drive,Walk,20.677,off,05-DRAPER STATION
10201.0,PA,HBW,walk,Walk,20.677,off,05-DRAPER STATION
10212.0,PA,HBW,drive,Drive,18.528,off,05-DRAPER STATION
10217.0,PA,HBW,drive,Walk,10.902,on,05-DRAPER STATION
10229.0,PA,HBC,drive,Walk,10.902,on,05-DRAPER STATION
10305.0,PA,HBOth,walk,Walk,14.514,off,05-DRAPER STATION
10429.0,PA,HBC,drive,Walk,11.459,on,05-DRAPER STATION
10437.0,PA,HBW,walk,Walk,14.273,off,05-DRAPER STATION
10463.0,PA,HBC,drive,Walk,14.514,on,05-DRAPER STATION
10465.0,PA,HBOth,drive,Drive,14.273,off,05-DRAPER STATION
10466.0,PA,HBC,drive,Walk,14.514,on,05-DRAPER STATION
10477.0,PA,HBW,drive,Walk,15.02,off,05-DRAPER STATION
10688.0,PA,HBC,drive,Walk,8.842,on,05-DRAPER STATION
10693.0,PA,HBW,walk,Walk,8.842,on,05-DRAPER STATION
11113.0,PA,HBW,drive,Walk,11.459,on,05-DRAPER STATION
11134.0,PA,HBW,drive,Drive,14.273,off,05-DRAPER STATION
11191.0,PA,HBC,drive,Walk,10.012,on,05-DRAPER STATION
11196.0,PA,HBC,drive,Walk,10.012,on,05-DRAPER STATION
11213.0,PA,HBW,walk,Walk,18.823,off,05-DRAPER STATION
11218.0,PA,HBW,walk,Walk,18.823,off,05-DRAPER STATION
11230.0,PA,HBW,drive,Walk,7.291,off,05-DRAPER STATION
11233.0,PA,HBW,walk,Walk,7.291,off,05-DRAPER STATION
11249.0,PA,HBW,walk,Walk,4.943,off,05-DRAPER STATION
11264.0,PA,HBW,drive,Walk,4.943,off,05-DRAPER STATION
11312.0,PA,HBW,drive,Walk,2.427,on,05-DRAPER STATION
11326.0,PA,HBW,drive,Walk,8.585,off,05-DRAPER STATION
12041.0,PA,HBW,drive,Walk,16.37,on,05-DRAPER STATION
12091.0,PA,HBOth,drive,Walk,5.525,off,05-DRAPER STATION
12399.0,PA,HBOth,drive,Walk,13.782,off,05-DRAPER STATION
12500.0,PA,HBOth,walk,Walk,8.842,off,05-DRAPER STATION
12503.0,PA,HBW,drive,Walk,8.842,on,05-DRAPER STATION
12556.0,PA,HBW,drive,Walk,10.902,on,05-DRAPER STATION
12776.0,PA,HBW,drive,Walk,3.308,off,05-DRAPER STATION
12867.0,PA,HBC,drive,Walk,14.514,on,05-DRAPER STATION
13167.0,PA,NHBW,walk,Drive,4.943,on,05-DRAPER STATION
13197.0,PA,HBOth,drive,Drive,13.782,off,05-DRAPER STATION
13338.0,PA,HBC,drive,Walk,8.842,on,05-DRAPER STATION
13341.0,PA,HBW,drive,Walk,5.455,off,05-DRAPER STATION
13811.0,PA,HBW,drive,Walk,19.954,on,05-DRAPER STATION
14093.0,PA,HBC,drive,Walk,2.427,on,05-DRAPER STATION
14202.0,PA,HBW,drive,Walk,36.765,off,05-DRAPER STATION
14307.0,PA,HBC,drive,Walk,14.273,on,05-DRAPER STATION
14767.0,PA,HBC,drive,Walk,10.902,on,05-DRAPER STATION
14772.0,PA,HBC,drive,Walk,10.902,on,05-DRAPER STATION
14799.0,PA,HBC,drive,Walk,10.902,on,05-DRAPER STATION
14940.0,PA,HBW,drive,Walk,15.02,on,05-DRAPER STATION
15080.0,PA,HBOth,walk,Drive,14.514,off,05-DRAPER STATION
15118.0,PA,HBC,drive,Walk,15.02,on,05-DRAPER STATION
15125.0,PA,NHBW,drive,Walk,14.514,on,05-DRAPER STATION
15157.0,PA,HBW,drive,Walk,5.351,off,05-DRAPER STATION
15163.0,PA,HBC,drive,Walk,15.02,on,05-DRAPER STATION
15259.0,PA,HBW,drive,Drive,13.782,on,05-DRAPER STATION
15303.0,PA,HBC,drive,Drive,10.012,on,05-DRAPER STATION
15312.0,PA,HBW,walk,Walk,7.704,off,05-DRAPER STATION
15330.0,PA,HBC,drive,Drive,10.012,on,05-DRAPER STATION
15348.0,PA,HBW,drive,Walk,18.823,off,05-DRAPER STATION
15355.0,PA,HBW,walk,Walk,8.842,on,05-DRAPER STATION
15400.0,PA,HBW,drive,Walk,20.555,off,05-DRAPER STATION
15424.0,PA,HBOth,drive,Drive,19.954,on,05-DRAPER STATION
15868.0,PA,HBW,drive,Drive,5.525,on,05-DRAPER STATION
15910.0,PA,NHBW,drive,Walk,7.704,on,05-DRAPER STATION
15974.0,PA,HBC,drive,Walk,10.012,on,05-DRAPER STATION
16019.0,PA,HBW,drive,Drive,5.455,off,05-DRAPER STATION
16194.0,PA,HBW,drive,Walk,14.514,off,05-DRAPER STATION
16407.0,PA,HBW,drive,Walk,12.588,on,05-DRAPER STATION
16524.0,PA,HBW,drive,Walk,7.704,off,05-DRAPER STATION
16541.0,PA,HBW,drive,Walk,7.291,off,05-DRAPER STATION
16925.0,PA,HBOth,drive,Drive,14.273,on,05-DRAPER STATION
16941.0,PA,HBW,drive,Walk,14.273,off,05-DRAPER STATION
17006.0,PA,HBC,drive,Walk,10.012,on,05-DRAPER STATION
17022.0,PA,HBW,drive,Drive,4.943,off,05-DRAPER STATION
17037.0,PA,HBW,drive,Walk,4.943,off,05-DRAPER STATION
17325.0,PA,HBW,walk,Walk,11.459,off,05-DRAPER STATION
17371.0,PA,HBSch,drive,Drive,10.012,on,05-DRAPER STATION
17487.0,PA,HBC,drive,Walk,10.012,on,05-DRAPER STATION
17490.0,PA,HBW,walk,Drive,18.823,off,05-DRAPER STATION
17500.0,PA,HBW,walk,Walk,18.823,off,05-DRAPER STATION
17514.0,PA,HBW,drive,Drive,7.291,off,05-DRAPER STATION
17551.0,PA,HBW,drive,Drive,4.943,off,05-DRAPER STATION
17553.0,PA,HBOth,drive,Walk,20.555,on,05-DRAPER STATION
17609.0,PA,HBC,drive,Walk,8.842,on,05-DRAPER STATION
17644.0,PA,HBC,drive,Drive,10.902,on,05-DRAPER STATION
17812.0,PA,HBC,walk,Drive,14.514,on,05-DRAPER STATION
18676.0,PA,HBC,drive,Walk,11.459,on,05-DRAPER STATION
18692.0,PA,HBW,drive,Walk,14.273,off,05-DRAPER STATION
18706.0,PA,HBC,drive,Walk,10.012,on,05-DRAPER STATION
18858.0,PA,HBC,drive,Walk,8.842,on,05-DRAPER STATION
18869.0,PA,HBOth,drive,Drive,8.842,on,05-DRAPER STATION
18879.0,PA,HBW,walk,Walk,14.514,on,05-DRAPER STATION
18887.0,PA,HBW,drive,Walk,10.902,on,05-DRAPER STATION
18902.0,PA,HBW,drive,Drive,36.765,off,05-DRAPER STATION
18904.0,PA,HBW,drive,Drive,10.902,on,05-DRAPER STATION
18906.0,PA,HBW,drive,Drive,36.765,on,05-DRAPER STATION
18928.0,PA,HBW,drive,Walk,16.37,on,05-DRAPER STATION
18933.0,PA,HBW,drive,Walk,18.528,off,05-DRAPER STATION
19322.0,PA,HBW,drive,Walk,8.842,on,05-DRAPER STATION
19326.0,PA,NHBW,walk,Drive,20.555,on,05-DRAPER STATION
19385.0,PA,HBC,drive,Walk,10.902,on,05-DRAPER STATION
19501.0,PA,NHBW,drive,Drive,5.351,on,05-DRAPER STATION
19536.0,PA,HBC,drive,Walk,19.954,on,05-DRAPER STATION
19630.0,PA,HBW,walk,Walk,11.528,off,05-DRAPER STATION
19635.0,PA,HBW,drive,Walk,13.83,off,05-DRAPER STATION
19643.0,PA,HBShp,walk,Drive,20.555,off,05-DRAPER STATION
19646.0,PA,HBOth,drive,Drive,11.528,off,05-DRAPER STATION
19676.0,PA,HBW,drive,Drive,10.902,on,05-DRAPER STATION
19689.0,PA,HBW,drive,Walk,4.439,on,05-DRAPER STATION
19713.0,PA,HBW,walk,Walk,20.677,off,05-DRAPER STATION
19733.0,PA,HBW,walk,Walk,16.37,on,05-DRAPER STATION
19762.0,PA,HBW,drive,Walk,22.363,on,05-DRAPER STATION
19780.0,PA,HBOth,drive,Drive,14.514,off,05-DRAPER STATION
19806.0,PA,HBW,walk,Walk,15.02,off,05-DRAPER STATION
20049.0,PA,HBC,walk,Walk,8.842,on,05-DRAPER STATION
20061.0,PA,HBC,drive,Drive,8.842,on,05-DRAPER STATION
20093.0,PA,HBW,drive,Walk,14.172,off,05-DRAPER STATION
20434.0,PA,HBW,drive,Drive,10.902,on,05-DRAPER STATION
20437.0,PA,HBW,walk,Walk,10.902,on,05-DRAPER STATION
21038.0,PA,HBW,drive,Walk,18.528,off,05-DRAPER STATION
21288.0,PA,HBW,drive,Walk,16.37,on,05-DRAPER STATION
21292.0,PA,HBW,walk,Walk,16.37,on,05-DRAPER STATION
21395.0,PA,HBW,drive,Walk,19.954,on,05-DRAPER STATION
21442.0,PA,HBC,drive,Drive,11.528,on,05-DRAPER STATION
21458.0,PA,HBW,walk,Walk,11.528,off,05-DRAPER STATION
21509.0,PA,NHBW,drive,Walk,18.528,off,05-DRAPER STATION
21515.0,PA,HBW,drive,Walk,16.37,on,05-DRAPER STATION
21518.0,PA,HBW,drive,Walk,16.37,on,05-DRAPER STATION
21519.0,PA,HBW,drive,Walk,16.37,on,05-DRAPER STATION
21521.0,PA,HBW,drive,Walk,16.37,on,05-DRAPER STATION
21523.0,PA,HBW,drive,Walk,18.528,off,05-DRAPER STATION
21602.0,PA,HBW,drive,Walk,7.704,off,05-DRAPER STATION
21606.0,PA,HBW,drive,Walk,7.704,off,05-DRAPER STATION
21607.0,PA,HBW,drive,Drive,7.704,off,05-DRAPER STATION
21623.0,PA,HBOth,walk,Walk,18.823,off,05-DRAPER STATION
