id,AcDist,EgDist
682,0.427607883,0.610312525
684,0.50312678,0.23442839
685,0.37010159,0.638597734
686,0.602645317,0.376731978
688,0.399580189,0.07773579
689,0.392535784,0.168675857
691,1.145919552,0.102428009
692,0.376731978,0.392535784
693,0.411902678,0.94504534
699,1.87,0.263661442
703,0.475402677,0.373169843
704,0.628513837,0.220862711
708,2.173504438,0.373169843
709,0.07449881,0.135150996
712,0.597884017,0.725562599
716,0.216364966,0.373169843
718,0.310621507,0.385201042
723,0.086239074,0.135150996
724,3.128949621,0.376434101
727,2.82,0.263661442
730,0.374770922,4.958926249
732,0.223460678,0.263661442
735,0.52917811,0.84086777
744,7.31,1.478972765
745,0.27513045,0.119669745
746,4.7,0.119669745
747,4.45,0.341081966
749,0.077429961,0.313443127
21950,9.9,0.020405266
752,2.19,0.295980699
753,0.24663981,0.289223853
756,0.319217677,0.289223853
757,2.19,0.072544388
763,0.444286067,0.049944252
765,0.656939247,0.135150996
766,0.224499728,0.353198293
767,0.249570139,0.296148926
770,24.21,0.376731978
772,0.260818678,0.049944252
773,0.487134843,0.289223853
775,0.337935529,0.884603442
778,0.100958929,0.528413499
779,1.318605239,0.34559855
780,0.154788224,0.222948737
781,0.30924458,0.289223853
783,0.12099839,0.296148926
784,0.464721883,0.283367721
786,5.84,0.295980699
787,0.124438787,0.118273088
788,3.89,0.376731978
789,0.464721883,0.283367721
791,2.055817856,0.710167812
792,0.236449593,0.235222117
796,0.191585546,0.19250771
797,0.194715251,0.813004319
798,0.066746661,0.652838773
801,0.590225915,0.296006506
802,0.264884451,0.325419649
803,0.39580054,0.085462872
804,0.108031409,0.263661442
806,0.063688099,0.296006506
810,0.38293363,0.298284923
812,0.406834017,0.183878359
813,0.14159163,0.191585546
814,0.588076681,0.242040514
816,0.490269367,0.094819949
818,0.530866991,0.237745717
819,0.147354077,0.353198293
821,0.388100601,0.297020765
822,0.271819564,0.528413499
823,0.24663981,0.604762495
825,0.358277917,0.625934499
826,0.263661442,0.122418098
827,0.493027965,0.341912935
832,0.196777799,0.289223853
833,0.111420095,0.730400758
834,0.500325772,0.341912935
836,0.095402119,0.171499423
838,0.228402795,0.185845034
840,0.222762832,0.328536132
844,0.233813803,0.564389768
846,0.287526125,0.289223853
848,0.297968128,0.390164043
851,0.306697009,0.383694206
852,0.462653977,0.390164043
853,10.85,0.376731978
854,0.582231384,0.17660895
856,0.34325144,0.289223853
857,0.377158407,0.132718859
858,0.27006809,0.390164043
859,0.184086261,0.390164043
860,2.85,0.442774148
862,0.426816388,0.282814948
863,0.08082247,0.270271213
866,0.372208118,0.478626674
867,0.395576957,0.478626674
868,0.28352507,0.07773579
869,7.28,0.305190613
870,0.295900277,0.289223853
871,0.295141054,0.286414068
873,0.181406113,0.478626674
874,0.217934453,0.376731978
875,0.448733763,0.049944252
7028,8.67,0.371338354
883,0.128084823,0.049944252
888,0.119770631,0.296148926
890,0.091849537,0.376731978
895,0.442590156,0.420371289
898,0.265486843,0.049944252
900,0.623112857,0.049944252
901,0.767149791,0.395369622
902,0.602897575,0.801800952
906,0.351838656,0.208202885
908,4.33,0.564389768
911,0.441792302,0.313186166
912,0.308452667,0.390164043
914,9.62,0.086229029
915,0.586995696,0.27082606
918,0.223773675,0.570828887
919,0.637949344,1.315483647
920,0.201880043,0.346520796
921,0.166913862,0.90676172
922,0.363012183,1.268206187
923,0.524077605,0.390164043
924,0.419087176,0.11435363
925,0.356177124,0.296148926
926,0.337615355,0.478626674
927,0.35369814,0.049944252
928,0.15420631,0.049944252
931,0.18286248,0.204040915
935,0.049944252,0.11906864
938,0.507164368,0.225435365
939,0.18286248,0.049944252
940,0.37157967,1.533614021
19875,6.7,0.411474298
942,2.12,0.429042087
943,0.354174137,0.357847949
945,1.226743295,0.200105494
946,1.04,0.564389768
1323,2.66,0.214415524
949,1.088299458,0.764802787
953,0.874230263,0.263661442
954,0.221306554,0.296148926
955,0.1658935,0.289223853
956,5.19,0.049944252
958,0.301352699,0.289223853
960,0.344663271,0.049944252
965,0.496581109,0.049944252
967,0.869756766,0.049944252
968,0.619302676,0.049944252
969,1.203091842,0.376731978
973,0.248598666,0.484293082
977,0.184113818,0.604762495
978,0.163510723,0.376731978
982,0.83495036,0.049944252
1337,6.17,0.244500695
985,0.776401863,0.256760141
988,0.699599437,0.2690706
990,0.463231701,0.431115186
992,0.175713521,0.078525968
995,0.337125066,0.289223853
997,4.58,0.230422406
999,1.222866265,0.296148926
1000,0.577066536,0.464246053
1003,0.234347307,0.501617029
1007,0.524005967,0.049944252
1009,0.486346479,0.049944252
1010,0.289223853,0.049944252
1013,0.815904321,0.2690706
1014,0.215392531,0.049944252
1015,1.210399298,0.074474771
1017,0.252487935,0.372368236
1018,0.154788224,0.049944252
1019,0.15200205,0.049944252
1020,0.301352699,0.368774691
1022,0.273149389,0.296148926
1023,0.401796319,0.462099392
1025,0.220188525,0.049944252
1027,0.208202885,0.66
1028,0.395287936,0.049944252
1031,0.124438787,0.317054352
1033,0.381261361,0.217737386
1035,0.450920157,0.049944252
1036,0.13438155,0.049944252
1038,0.393549469,0.340247033
1039,0.152674037,0.372368236
1040,0.710167812,0.164416399
1041,0.176904258,0.049944252
1042,0.373058811,0.856652037
1700,5.81,0.215486209
1044,0.651682493,0.488509632
1046,0.153017035,0.372368236
1047,0.307094781,0.372368236
1049,0.742837037,0.249570139
1050,0.602922313,0.049944252
1051,0.17765704,0.049944252
1053,0.219776682,0.305190613
1054,0.155890583,1.975742608
1055,0.798303466,0.305190613
1056,0.507766482,0.340247033
1057,0.119081482,0.317054352
1061,0.661054475,0.37771889
1062,0.199781605,0.275532491
1064,0.171099409,0.296148926
1065,1.141603192,0.049944252
1066,0.401796319,0.447324602
1067,0.337843938,0.372368236
1068,0.231614975,0.390164043
1070,0.335193748,0.372368236
1071,0.215638285,0.341912935
1074,0.512003191,0.049944252
1075,0.358021936,0.372368236
1076,0.341912935,0.373054293
1077,0.251923382,0.492663004
1079,0.190369286,0.249570139
1081,0.437159715,0.44222113
1084,0.273456814,0.222948737
1085,0.118273088,0.522969246
1087,0.415400568,1.034960086
1088,0.876958027,0.173126408
1089,0.238323396,0.317054352
1092,0.229416955,0.251923382
1093,0.234132624,0.340247033
1094,0.43783884,0.34559855
1095,0.315661785,0.465273515
1098,0.49253254,0.049944252
1099,0.495138816,0.197626056
1100,0.34559855,0.145111863
1103,0.188368713,0.188199525
1104,0.451772268,0.388707222
1105,0.565765223,0.066746661
1106,0.240583309,0.457562541
1111,1.149863284,0.049944252
1114,0.163525649,0.122044589
1116,0.297498525,0.076044072
1746,1.27,0.223321807
1120,0.427263355,0.29841585
1121,0.488266502,0.324042991
1122,0.290193028,0.296148926
1123,0.172627468,0.544211551
1125,0.165200935,0.39580054
1126,0.243915031,0.251923382
1127,0.759376358,0.296148926
1129,0.198943725,0.337191099
1130,0.375030362,0.206659856
1131,0.163203599,0.049944252
1132,0.296148926,0.260414359
1135,0.196777799,0.323558389
1136,0.287526125,0.122500954
1140,0.279503828,0.289223853
1141,0.285004142,0.296006506
1143,0.171721806,0.34559855
1144,0.273744463,0.450609249
1145,0.375030362,0.390164043
1146,0.19932493,0.049944252
1147,0.345020224,0.34559855
1149,0.153493045,0.049944252
2047,3.42,0.144713957
1153,0.169839284,0.34559855
1154,0.108645939,0.493175898
1155,0.128084823,0.049944252
1156,0.507615304,0.296148926
1157,0.181981238,0.049944252
1159,0.149606891,0.071296759
1160,0.329105571,0.289223853
1161,0.173126408,0.27564891
1162,2.786960853,0.273744463
1167,0.446718933,0.829004498
1169,0.125669446,0.296148926
1170,0.261853867,0.296148926
1172,0.320298045,0.135150996
1174,0.190974835,0.049944252
1175,0.236570672,0.296148926
1177,0.289223853,0.323323906
1178,0.385109414,0.57369884
1179,0.62848489,0.049944252
1181,0.464200539,0.049944252
1182,0.354174137,0.049944252
1183,0.219384965,0.296148926
1184,0.325320611,0.049944252
1185,0.362354354,0.296148926
1186,0.333599215,0.366487095
1187,0.27334284,0.296148926
1190,0.234347307,0.339035897
1192,0.11906864,0.049944252
1193,0.149712495,0.395359433
1194,1.870168225,0.049944252
1197,0.310621507,0.62848489
1198,0.236767824,0.049944252
1199,0.27564891,0.049944252
1202,0.18286248,0.296148926
1203,0.102428009,0.710167812
1204,0.490199328,0.311296759
1205,0.372885207,0.049944252
1207,0.233102172,0.049944252
1208,1.409750023,0.067136296
1209,5.061843737,0.333599215
1210,0.260414359,0.049944252
1212,0.328439711,0.197309965
1213,0.62848489,0.173126408
1214,1.250101694,0.323518345
1215,0.173126408,0.239975511
1217,0.225234884,0.049944252
1218,1.47,0.173126408
1220,0.559862766,0.22417914
1222,0.049944252,0.380816309
1224,0.26749957,0.049944252
1226,0.494080815,0.296148926
1229,0.114872041,0.049944252
1230,0.360803151,0.049944252
1231,0.40797296,0.65795956
1234,0.863493578,0.514568841
1235,1.038558252,0.049944252
1237,0.27607008,0.049944252
1239,0.18286248,0.493175898
1241,0.273744463,0.296148926
1244,0.306920125,0.341912935
1245,0.128084823,0.049944252
1246,0.87934857,0.464200539
1248,0.851434732,0.1658935
1250,0.260818678,0.189784123
1251,0.128084823,0.049944252
1254,0.234347307,0.049944252
1257,0.594655327,0.049944252
1258,0.332297112,0.049944252
1277,0.831635612,0.247143057
1279,0.117323501,0.279950525
1280,3.89,0.116766494
1281,0.184151625,0.279950525
1282,0.214999049,0.252212865
1283,4.57,0.183607474
1284,0.184151625,0.286051036
1285,0.296922062,0.524239618
1287,0.126747063,0.216101755
1289,0.098344482,0.186764307
1290,0.038822014,0.247143057
1293,0.121689279,0.104720208
1295,0.177938801,0.652879533
1297,0.076732433,0.144713957
1299,0.357073366,0.486591231
1305,0.911452314,0.175263433
1307,0.123557161,0.272858184
1310,0.779463055,0.289002589
1311,0.629284536,0.41347179
1314,0.618116561,0.222748711
1315,0.316139293,0.133338033
1316,0.41347179,0.175014824
1317,0.159263644,0.019363883
1319,7.455334135,0.223321807
10184,1.8,0.214415524
1324,1.65437363,0.234908124
1327,3.95,0.247143057
1328,0.414429523,0.279950525
1331,0.117508747,0.247143057
1332,0.743614055,0.490413257
1333,0.477781126,0.244500695
1334,0.174996874,0.247143057
1335,1.948160986,0.116766494
1336,0.130486538,0.279950525
13562,5.07,0.214415524
1341,0.130486538,0.074139787
1342,0.167961062,0.247143057
1343,1.148938947,0.076732433
1345,0.134107647,0.078537208
1346,0.247143057,0.279950525
1348,0.072142549,0.365932319
1350,0.900963305,0.450643399
1351,0.143459842,0.490980319
1352,0.1662984,0.244500695
1353,0.17525107,0.073419286
1359,0.75560061,1.282829535
1361,0.229963679,0.457975231
1369,0.125678321,0.247143057
1370,0.239593612,0.077211105
1371,0.218452678,0.247143057
1372,0.334080335,0.223321807
1373,0.615667211,0.440142775
1376,0.510499247,0.247143057
1378,0.130486538,0.247143057
1379,0.300893005,0.183155058
1382,0.279950525,0.125678321
1383,0.140329686,0.27536307
1387,0.235697943,0.116766494
1388,0.117323501,0.279950525
1391,0.038822014,0.279950525
1403,0.13876783,0.2879086
1408,0.245952425,0.743614055
1411,0.368153819,0.205437903
1415,0.025566176,0.13876783
1417,0.276317505,0.385201042
1418,0.226772733,0.797544346
1419,0.255655303,1.074057933
1420,1.084333577,2.123198833
1421,0.235792825,0.247143057
1426,0.245309119,0.247143057
1428,0.207165387,4.355416341
1430,0.155578081,0.270271213
1431,1.17049857,0.279950525
1433,0.141858836,0.15516191
1434,0.88214522,0.509954782
1435,0.660404572,0.733377629
1439,5.69,0.247143057
1442,0.085974278,0.247143057
1443,5.88,0.44323073
1447,2.12,0.72253844
1450,0.127696359,0.279950525
1451,0.433447006,1.627582029
1453,0.251426441,0.450497364
1456,0.130486538,0.39
1457,0.510625772,0.371979015
1458,0.220188525,0.205417654
1460,0.104137458,0.279950525
1461,0.659886728,0.509954782
1462,0.147049571,0.457975231
1463,0.247143057,1.924105308
1464,0.085924026,0.272858184
13565,5.67,0.214415524
1469,0.367291924,0.218605079
1470,0.147354077,0.15516191
1473,4.75,0.450497364
1478,0.124400237,0.450497364
1479,0.071787582,0.247143057
1482,0.480724795,0.279950525
1487,0.277431678,0.538453226
1489,0.256327796,0.247143057
1490,0.275734813,1.314636013
1491,0.182847261,0.450497364
1492,2.26,0.272858184
1493,0.4722565,0.078537208
1494,0.019363883,0.234038321
1495,2.97,0.450497364
1496,0.449379507,0.316860716
1497,0.781995009,0.390164043
1498,0.335234813,0.189526145
1499,0.229168882,0.44323073
16112,3.65,0.386388936
1501,0.176673637,0.431741849
1503,0.510625772,0.205437903
1504,0.183607474,0.247777978
1505,0.514961615,0.275331494
1506,4.81,0.643187119
1507,0.32392748,0.226922639
1508,0.306483294,0.273149389
1512,0.302348449,0.247143057
1514,4.24,0.192970441
1515,0.222090602,0.188015611
1516,4.7,0.173583913
1518,0.143590584,0.235987885
1519,0.372465723,0.279950525
1521,0.218348758,0.490413257
1522,0.195410142,0.247143057
1523,14.36,0.43575267
1525,0.286930947,0.247143057
1526,0.205269154,0.440142775
1527,5.388581302,0.279950525
1528,1.029249985,0.141798619
1529,0.197325436,2.043269867
1530,1.126703046,0.237453741
1532,0.148249797,0.247143057
1533,0.084595431,0.15516191
1534,0.342932374,0.401358055
1538,0.085924026,0.450497364
1540,0.156611331,0.247143057
1541,0.135990377,0.23748765
1542,0.76,0.279950525
1543,0.116766494,0.401848572
1544,0.128562781,0.279950525
1545,0.175774118,0.104051039
1547,0.109210738,0.643187119
1548,0.071787582,0.279950525
1549,1.154779726,0.183607474
1550,0.163574708,0.279950525
1553,0.440142775,0.247143057
1554,0.757127791,0.579887177
1555,0.116766494,0.323926738
1557,1.88,0.525419913
1559,0.486767905,0.279950525
1560,0.104137458,0.247143057
1561,0.55301975,0.128199559
1562,0.073475663,0.270056981
1563,1.206283052,0.116766494
1564,1.89,0.247143057
1565,0.206745014,0.085974278
1567,0.389609238,0.317054352
1568,0.095103529,0.279950525
1569,0.789161941,0.459826841
1570,0.213195645,0.085974278
1572,0.342046374,0.279950525
1574,0.038822014,0.279950525
1575,0.176412348,0.348993948
1577,0.227484823,0.509954782
1578,0.180834746,0.279950525
1579,0.239144428,0.453479644
1584,8.01,0.279950525
1586,0.2235234,0.247143057
1587,0.357847949,0.49227214
1588,1.129978375,0.279950525
1589,4.7,0.537340858
1592,0.13876783,0.159273902
1599,0.32394412,0.395479559
1600,0.145143038,1.067629514
1601,0.314930292,0.212044254
1603,0.389345583,0.163574708
1605,0.25887086,0.643187119
1606,0.163730877,0.119447729
1609,0.175121439,0.085974278
1610,0.161094663,0.109210738
1612,0.13876783,0.572473646
1613,0.085974278,0.450497364
1614,0.910846477,0.779359926
1615,0.088964217,0.453479644
1616,0.460161818,0.395688489
1618,0.205083245,0.643187119
1619,0.155578081,0.383377141
1620,0.228594283,0.235792825
1625,0.355754463,0.110446937
1627,0.13876783,0.43575267
1628,0.148249797,0.176412348
1629,0.245309119,0.279950525
1630,0.182847261,0.05861067
1631,0.117508747,0.279950525
1632,0.13876783,0.357847949
1634,0.190346514,0.279950525
1636,0.078537208,0.116766494
1637,1.89,0.279950525
1639,6.28,0.279950525
1640,0.721129008,0.395487611
1641,0.126080213,0.247143057
1642,0.416974367,0.442726274
1644,5.79,0.279950525
1647,4.75,0.247143057
1649,0.225848912,0.095949404
1650,3.71,0.247143057
1651,0.478250889,0.247143057
1654,0.207569574,0.113362163
1656,0.121711968,0.279950525
1658,0.098344482,0.272858184
16295,2.48,0.214415524
1660,0.216101755,0.279950525
1677,0.163786947,0.222243641
16319,1.76,0.214415524
1682,0.183098932,0.372368236
1683,0.149943453,0.123192869
1684,0.085404219,0.049024583
1686,0.585205947,0.279950525
1688,0.160888497,0.456511627
1689,2.35,0.119323764
1690,0.276317505,0.302344408
1691,0.473606247,0.094104208
1696,0.28518429,0.123192869
1698,0.244631232,0.339742623
1699,0.433963291,0.243177529
17742,14.72,0.223321807
1702,0.584553239,0.35457907
1704,0.455717547,0.167078297
1705,0.098874321,0.213759417
1706,0.265909798,0.425109464
1708,0.176110222,0.11376418
1711,0.484042264,0.524607805
1713,0.668041916,0.803840489
1717,1.55,0.223321807
1718,0.901481056,0.279950525
1720,0.139408003,0.28518429
1721,0.644035112,0.140319717
1722,4.95,0.223321807
1723,0.221673896,0.744849389
1724,0.937155954,0.215486209
1725,0.146642843,0.310621507
1730,0.165837753,2.206008484
1732,0.180834746,0.247143057
1733,0.541047196,0.165837753
1734,0.574708265,0.665236796
1735,0.07604369,0.223321807
1737,0.826631415,0.247143057
1738,0.240214189,0.223321807
1740,1.231998025,0.673798911
1742,10.64,0.386388936
1744,9.1,0.223321807
1745,0.139819785,0.148798929
17912,3.45,0.223321807
18947,0.76,0.383461311
1749,1.24091097,0.110446937
1750,0.469418146,0.215486209
1751,0.135829951,0.272858184
1752,1.162132417,0.141798619
1756,0.39028824,0.141798619
1757,3.033633308,0.223321807
1758,0.225600608,0.450497364
1759,0.236154526,0.537340858
1760,0.503689073,0.215486209
1761,0.13876783,0.191119215
1762,0.143590584,0.119323764
1763,0.84,0.383461311
1765,0.459353671,0.270056981
1767,0.08266825,0.756166881
1769,0.227338352,0.376731978
1773,2.785776011,0.250371247
1774,0.049843824,0.314209169
1775,0.578673844,0.200287561
1784,0.199028565,0.648317797
1787,0.488087276,0.141535742
1788,0.269307015,0.197450112
18959,0.61,0.214415524
1790,0.179926713,0.175263433
1793,0.773939473,0.380255871
18969,1.37,0.244500695
1799,0.562340488,0.194737597
1801,0.181729462,0.209423015
1802,0.544401184,0.235792825
1803,0.540762851,0.379377167
1804,0.136382178,0.23901106
1806,0.184746499,0.085974278
1811,0.235792825,1.534184749
1813,0.224897492,0.234908124
1816,5.88,0.272858184
1820,0.234347307,0.145958312
1824,5.85,0.272858184
1826,0.171157015,0.736545186
1827,1.000822538,0.176254198
1828,0.147639822,0.489593632
1829,3.33,0.148533274
1838,0.09206425,0.304381848
1839,4.57,2.524446424
1840,0.176254198,0.491421005
1841,1.622826214,0.2615412
1842,5.937224322,5.374877949
1843,0.48713062,1.526521
1845,2.211848558,0.234758671
1846,2.431768214,2.622132126
1847,0.33827041,0.214415524
1849,1.070314463,1.004754894
1850,1.54,0.373169843
1852,0.299534254,0.170998175
1853,2.19,0.523663864
1855,1.435787359,0.306343225
1856,10.95,3.822322475
1858,1.68,0.489593632
1859,1.320365472,0.176110222
1860,1.68,0.272858184
1861,4.35,0.376731978
1862,0.161957344,0.336636196
1864,1.93,0.141692827
1866,1.4,0.306343225
1867,0.135150996,2.338054917
1868,0.295980699,0.462986254
1869,1.333102793,0.306343225
1873,0.258984813,0.491421005
1874,3.25,0.234758671
1875,1.096759994,0.075676593
1877,0.163786947,0.944941851
1878,8.01,0.255325305
1879,0.234758671,0.641841086
1881,3.86,0.866753754
1885,8.367789479,0.342864722
1886,3.550567886,1.345429287
1888,0.812093976,0.214415524
1889,1.12,2.898614681
1890,0.5959155,0.175263433
1891,0.418137448,0.225001211
1894,0.832198094,1.054658488
1898,0.331059966,0.26733257
1901,0.087125609,0.15805221
1902,0.35365628,0.401358055
1904,0.222243641,0.282512291
1906,0.338896413,0.959543603
1909,0.299027953,0.344950936
1910,0.659637012,0.214415524
1912,0.338896413,0.395487611
1913,0.255357457,0.509954782
1915,0.277689825,0.178174243
1918,0.295863488,0.215486209
1920,0.322252875,0.296736385
1921,0.25587784,0.296736385
1923,0.33764858,0.151393614
1924,0.490972095,0.214415524
1928,0.33422883,0.486469273
1932,0.393550235,0.46808402
1935,0.462986254,0.214415524
1938,0.806047601,0.214415524
1941,0.524515175,2.025167278
1942,0.241885413,0.670852854
1943,0.725539643,0.442726274
1945,0.167078297,0.08626254
1949,0.266717904,0.247143057
1950,0.171197688,0.176518305
1951,0.076732433,0.37560815
1952,1.404028264,0.477122153
1953,0.101597664,0.074369265
1957,0.169719265,0.282613296
1958,0.078537208,0.17612183
1961,0.333759276,0.191910358
